Sample in Buffer,Sample in Window,TRIGGER,DAC_I[11:0],DAC_Q[11:0],tx_serial,I_16M[15:0],Q_16M[15:0],error_tdata[15:0],feedback_tdata[15:0],I_1M[15:0],Q_1M[15:0],clk_1M_out,gardner_error[15:0],gardner_increment[15:0],BPSK_raw,QPSK_raw[1:0],SD_flag,PD_flag,BD_flag,rx_data_tlast,BPSK,QPSK[1:0],rx_serial,Rx_valid,ADC_I[11:0],ADC_Q[11:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,HEX,HEX,HEX,SIGNED,SIGNED,HEX,BINARY,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,SIGNED,SIGNED
6211,6211,0,-2046,-2,0,-1378,1235,-54,-40,ff2f,f801,0,-8,8192,1,11,1,1,1,0,1,3,0,0,-764,66
6212,6212,0,-2046,-2,0,-1378,1235,-54,-40,ff2f,f801,0,-11,8192,1,11,1,1,1,0,1,3,0,0,-1328,-15
6213,6213,0,2,-2046,0,-1841,843,-13,-34,ff2f,f801,0,-21,8192,1,11,1,1,1,0,1,3,0,0,-1424,-824
6214,6214,0,2,-2046,0,-1841,843,-13,-34,ff2f,f801,0,23,8192,1,11,1,1,1,0,1,3,0,0,-1611,-1562
6215,6215,0,2046,2,0,-1873,206,5,-25,ff2f,f801,0,19,8192,1,11,1,1,1,0,1,3,0,0,-1611,-1562
6216,6216,0,2046,2,0,-1873,206,5,-25,ff2f,f801,0,26,8192,1,11,1,1,1,0,1,3,0,0,-1506,-422
6217,6217,0,-2,2046,0,-2387,-60,40,-14,ff2f,f801,0,-29,8192,1,11,1,1,1,0,1,3,0,0,-1063,444
6218,6218,0,-2,2046,0,-2387,-60,40,-14,ff2f,f801,0,-19,8192,1,11,1,1,1,0,1,3,0,0,-1472,-723
6219,6219,0,-2046,-2,0,-2307,-340,52,-2,ff2f,f801,0,-1,8192,1,11,1,1,1,0,1,3,0,0,-1385,-1646
6220,6220,0,-2046,-2,0,-2307,-340,52,-2,ff2f,f801,0,21,8192,1,11,1,1,1,0,1,3,0,0,855,-453
6221,6221,0,2,-2046,0,-2308,-166,86,7,ff2f,f801,0,-23,8192,1,11,1,1,1,0,1,3,0,0,2047,779
6222,6222,0,2,-2046,0,-2308,-166,86,7,ff2f,f801,0,-8,8192,1,11,1,1,1,0,1,3,0,0,1447,1193
6223,6223,0,2046,2,0,-1763,-122,79,14,ff2f,f801,0,12,8192,1,11,1,1,1,0,1,3,0,0,79,719
6224,6224,0,2046,2,0,-1763,-122,79,14,ff2f,f801,0,32,8192,1,11,1,1,1,0,1,3,0,0,-736,54
6225,6225,0,-2,2046,0,-1241,1,80,17,ff2f,f801,0,-15,8192,1,11,1,1,1,0,1,3,0,0,-1285,-58
6226,6226,0,-2,2046,0,-1241,1,80,17,ff2f,f801,0,-2,8192,1,11,1,1,1,0,1,3,0,0,-1476,-801
6227,6227,0,-2046,-2,0,-500,268,47,18,ff2f,f801,0,11,8192,1,11,1,1,1,0,1,3,0,0,-1443,-1521
6228,6228,0,-2046,-2,0,-500,268,47,18,ff2f,f801,0,25,8192,1,11,1,1,1,0,1,3,0,0,891,-464
6229,6229,0,2,-2046,0,209,622,23,16,ff2f,f801,0,28,8192,1,11,1,1,1,0,1,3,0,0,2047,735
6230,6230,0,2,-2046,0,209,622,23,16,ff2f,f801,0,28,8192,1,11,1,1,1,0,1,3,0,0,1442,1181
6231,6231,0,2046,2,0,1138,924,2,15,ff2f,f801,0,28,8192,1,11,1,1,1,0,1,3,0,0,1442,1181
6232,6232,0,2046,2,0,1138,924,2,15,f6fc,ff2e,1,-34,8192,1,11,1,1,1,0,1,3,0,0,63,756
6233,6233,0,-2,2046,0,1681,1027,-6,14,f6fc,ff2e,0,23,8187,1,11,1,1,1,0,1,3,1,1,-747,74
6234,6234,0,-2,2046,0,1681,1027,-6,14,f6fc,ff2e,0,2,8187,1,11,1,1,1,0,1,3,1,0,-1281,-43
6235,6235,0,-2046,-2,0,2088,1220,6,15,f6fc,ff2e,0,-10,8187,1,11,1,1,1,0,1,3,1,0,-1454,-829
6236,6236,0,-2046,-2,0,2088,1220,6,15,f6fc,ff2e,0,42,8187,1,11,1,1,1,0,1,3,1,0,-1460,-1509
6237,6237,0,2,-2046,0,2217,1036,27,18,f6fc,ff2e,0,29,8187,1,11,1,1,1,0,1,3,1,0,899,-414
6238,6238,0,2,-2046,0,2217,1036,27,18,f6fc,ff2e,0,13,8187,1,11,1,1,1,0,1,3,1,0,2047,751
6239,6239,0,-2046,-2,0,2005,1430,43,21,f6fc,ff2e,0,-1,8187,1,11,1,1,1,0,1,3,1,0,1496,1167
6240,6240,0,-2046,-2,0,2005,1430,43,21,f6fc,ff2e,0,-16,8187,1,11,1,1,1,0,1,3,1,0,91,729
6241,6241,0,2,-2046,0,1733,1301,58,23,f6fc,ff2e,0,-34,8187,1,11,1,1,1,0,1,3,1,0,-768,87
6242,6242,0,2,-2046,0,1733,1301,58,23,f6fc,ff2e,0,12,8187,1,11,1,1,1,0,1,3,1,0,-1325,-26
6243,6243,0,2046,2,0,1260,1628,30,23,f6fc,ff2e,0,-3,8187,1,11,1,1,1,0,1,3,1,0,-1447,-835
6244,6244,0,2046,2,0,1260,1628,30,23,f6fc,ff2e,0,-24,8187,1,11,1,1,1,0,1,3,1,0,-1428,-1525
6245,6245,0,-2,2046,0,566,1629,19,19,f6fc,ff2e,0,31,8187,1,11,1,1,1,0,1,3,1,0,875,-449
6246,6246,0,-2,2046,0,566,1629,19,19,f6fc,ff2e,0,32,8187,1,11,1,1,1,0,1,3,1,0,2047,771
6247,6247,0,-2046,-2,0,181,2227,-17,12,f6fc,ff2e,0,28,8187,1,11,1,1,1,0,1,3,1,0,2047,771
6248,6248,0,-2046,-2,0,181,2227,-17,12,f6fc,ff2e,0,18,8187,1,11,1,1,1,0,1,3,1,0,1433,1194
6249,6249,0,2,-2046,0,-196,2248,-36,2,f6fc,ff2e,0,23,8187,1,11,1,1,1,0,1,3,1,0,403,648
6250,6250,0,2,-2046,0,-196,2248,-36,2,f6fc,ff2e,0,-25,8187,1,11,1,1,1,0,1,3,1,0,1465,-620
6251,6251,0,2046,2,0,-308,2571,-76,-9,f6fc,ff2e,0,-11,8187,1,11,1,1,1,0,1,3,1,0,2047,-315
6252,6252,0,2046,2,0,-308,2571,-76,-9,f6fc,ff2e,0,-2,8187,1,11,1,1,1,0,1,3,1,0,1340,1183
6253,6253,0,-2,2046,0,-562,2369,-77,-18,f6fc,ff2e,0,13,8187,1,11,1,1,1,0,1,3,1,0,146,916
6254,6254,0,-2,2046,0,-562,2369,-77,-18,f6fc,ff2e,0,-29,8187,1,11,1,1,1,0,1,3,1,0,-726,15
6255,6255,0,-2046,-2,0,-253,2416,-100,-26,f6fc,ff2e,0,-11,8187,1,11,1,1,1,0,1,3,1,0,-1322,-49
6256,6256,0,-2046,-2,0,-253,2416,-100,-26,f6fc,ff2e,0,6,8187,1,11,1,1,1,0,1,3,1,0,-1494,-800
6257,6257,0,2,-2046,0,48,1955,-81,-30,f6fc,ff2e,0,26,8187,1,11,1,1,1,0,1,3,1,0,-1402,-1498
6258,6258,0,2,-2046,0,48,1955,-81,-30,f6fc,ff2e,0,52,8187,1,11,1,1,1,0,1,3,1,0,899,-437
6259,6259,0,2046,2,0,234,1371,-89,-30,f6fc,ff2e,0,6,8187,1,11,1,1,1,0,1,3,1,0,2047,723
6260,6260,0,2046,2,0,234,1371,-89,-30,f6fc,ff2e,0,-43,8187,1,11,1,1,1,0,1,3,1,0,1454,1172
6261,6261,0,-2,2046,0,506,432,-59,-28,f6fc,ff2e,0,-31,8187,1,11,1,1,1,0,1,3,1,0,72,781
6262,6262,0,-2,2046,0,506,432,-59,-28,f6fc,ff2e,0,-17,8187,1,11,1,1,1,0,1,3,1,0,-786,61
6263,6263,0,-2046,-2,0,629,-298,-28,-23,f6fc,ff2e,0,-14,8187,1,11,1,1,1,0,1,3,1,0,-786,61
6264,6264,0,-2046,-2,0,629,-298,-28,-23,fe0d,0973,1,-24,8187,1,11,1,1,1,0,1,3,1,0,-1305,-43
6265,6265,0,2,-2046,0,823,-1035,1,-19,fe0d,0973,0,-30,8189,0,10,1,1,1,0,0,0,1,1,-1424,-808
6266,6266,0,2,-2046,0,823,-1035,1,-19,fe0d,0973,0,-29,8189,0,10,1,1,1,0,0,0,1,0,-1514,-1512
6267,6267,0,2046,2,0,1026,-1519,4,-15,fe0d,0973,0,-35,8189,0,10,1,1,1,0,0,0,1,0,902,-436
6268,6268,0,2046,2,0,1026,-1519,4,-15,fe0d,0973,0,-50,8189,0,10,1,1,1,0,0,0,1,0,2047,750
6269,6269,0,-2,2046,0,1069,-1913,-7,-14,fe0d,0973,0,0,8189,0,10,1,1,1,0,0,0,1,0,1478,1173
6270,6270,0,-2,2046,0,1069,-1913,-7,-14,fe0d,0973,0,47,8189,0,10,1,1,1,0,0,0,1,0,54,752
6271,6271,0,2046,2,0,907,-2200,-20,-15,fe0d,0973,0,29,8189,0,10,1,1,1,0,0,0,1,0,-740,86
6272,6272,0,2046,2,0,907,-2200,-20,-15,fe0d,0973,0,7,8189,0,10,1,1,1,0,0,0,1,0,-1338,-26
6273,6273,0,-2,2046,0,1115,-2147,-39,-17,fe0d,0973,0,-13,8189,0,10,1,1,1,0,0,0,1,0,-1469,-830
6274,6274,0,-2,2046,0,1115,-2147,-39,-17,fe0d,0973,0,-33,8189,0,10,1,1,1,0,0,0,1,0,-1337,-1529
6275,6275,0,-2046,-2,0,1002,-1711,-62,-19,fe0d,0973,0,15,8189,0,10,1,1,1,0,0,0,1,0,826,-429
6276,6276,0,-2046,-2,0,1002,-1711,-62,-19,fe0d,0973,0,1,8189,0,10,1,1,1,0,0,0,1,0,2047,754
6277,6277,0,2,-2046,0,1528,-1409,-52,-19,fe0d,0973,0,-13,8189,0,10,1,1,1,0,0,0,1,0,1476,1179
6278,6278,0,2,-2046,0,1528,-1409,-52,-19,fe0d,0973,0,34,8189,0,10,1,1,1,0,0,0,1,0,72,713
6279,6279,0,2046,2,0,1571,-896,-30,-16,fe0d,0973,0,25,8189,0,10,1,1,1,0,0,0,1,0,72,713
6280,6280,0,2046,2,0,1571,-896,-30,-16,fe0d,0973,0,29,8189,0,10,1,1,1,0,0,0,1,0,-761,79
6281,6281,0,-2,2046,0,2051,-492,5,-9,fe0d,0973,0,22,8189,0,10,1,1,1,0,0,0,1,0,-1322,-13
6282,6282,0,-2,2046,0,2051,-492,5,-9,fe0d,0973,0,6,8189,0,10,1,1,1,0,0,0,1,0,-1419,-804
6283,6283,0,-2046,-2,0,2094,160,25,-1,fe0d,0973,0,4,8189,0,10,1,1,1,0,0,0,1,0,-1596,-1554
6284,6284,0,-2046,-2,0,2094,160,25,-1,fe0d,0973,0,18,8189,0,10,1,1,1,0,0,0,1,0,-1567,-448
6285,6285,0,2,-2046,0,2646,358,60,9,fe0d,0973,0,-31,8189,0,10,1,1,1,0,0,0,1,0,-1008,414
6286,6286,0,2,-2046,0,2646,358,60,9,fe0d,0973,0,-16,8189,0,10,1,1,1,0,0,0,1,0,-1470,-700
6287,6287,0,2046,2,0,2524,770,66,17,fe0d,0973,0,7,8189,0,10,1,1,1,0,0,0,1,0,-1435,-1617
6288,6288,0,2046,2,0,2524,770,66,17,fe0d,0973,0,-28,8189,0,10,1,1,1,0,0,0,1,0,871,-459
6289,6289,0,-2,2046,0,2514,677,104,24,fe0d,0973,0,-4,8189,0,10,1,1,1,0,0,0,1,0,2047,735
6290,6290,0,-2,2046,0,2514,677,104,24,fe0d,0973,0,16,8189,0,10,1,1,1,0,0,0,1,0,1435,1221
6291,6291,0,-2046,-2,0,1980,708,88,28,fe0d,0973,0,38,8189,0,10,1,1,1,0,0,0,1,0,92,736
6292,6292,0,-2046,-2,0,1980,708,88,28,fe0d,0973,0,-3,8189,0,10,1,1,1,0,0,0,1,0,-775,34
6293,6293,0,2,-2046,0,1461,715,89,29,fe0d,0973,0,13,8189,0,10,1,1,1,0,0,0,1,0,-1308,-13
6294,6294,0,2,-2046,0,1461,715,89,29,fe0d,0973,0,-40,8189,0,10,1,1,1,0,0,0,1,0,-1308,-13
6295,6295,0,2046,2,0,733,505,52,27,fe0d,0973,0,-32,8189,0,10,1,1,1,0,0,0,1,0,-1476,-810
6296,6296,0,2046,2,0,733,505,52,27,09cc,0134,1,-22,8189,0,10,1,1,1,0,0,0,1,0,-1394,-1523
6297,6297,0,-2,2046,0,45,139,24,23,09cc,0134,0,-22,8189,0,00,1,1,1,0,0,0,0,1,822,-428
6298,6298,0,-2,2046,0,45,139,24,23,09cc,0134,0,-31,8189,0,00,1,1,1,0,0,0,0,0,2047,742
6299,6299,0,-2046,-2,0,-856,-237,4,19,09cc,0134,0,-38,8189,0,00,1,1,1,0,0,0,0,0,1461,1158
6300,6300,0,-2046,-2,0,-856,-237,4,19,09cc,0134,0,-41,8189,0,00,1,1,1,0,0,0,0,0,57,765
6301,6301,0,2,-2046,0,-1351,-583,-1,15,09cc,0134,0,-55,8189,0,00,1,1,1,0,0,0,0,0,-756,74
6302,6302,0,2,-2046,0,-1351,-583,-1,15,09cc,0134,0,54,8189,0,00,1,1,1,0,0,0,0,0,-1341,-44
6303,6303,0,-2046,-2,0,-1823,-940,10,13,09cc,0134,0,35,8189,0,00,1,1,1,0,0,0,0,0,-1415,-817
6304,6304,0,-2046,-2,0,-1823,-940,10,13,09cc,0134,0,22,8189,0,00,1,1,1,0,0,0,0,0,-1459,-1516
6305,6305,0,2,-2046,0,-1923,-979,22,13,09cc,0134,0,7,8189,0,00,1,1,1,0,0,0,0,0,890,-432
6306,6306,0,2,-2046,0,-1923,-979,22,13,09cc,0134,0,-4,8189,0,00,1,1,1,0,0,0,0,0,2047,748
6307,6307,0,2046,2,0,-1767,-1553,37,13,09cc,0134,0,-15,8189,0,00,1,1,1,0,0,0,0,0,1454,1180
6308,6308,0,2046,2,0,-1767,-1553,37,13,09cc,0134,0,-27,8189,0,00,1,1,1,0,0,0,0,0,79,710
6309,6309,0,-2,2046,0,-1435,-1626,41,12,09cc,0134,0,24,8189,0,00,1,1,1,0,0,0,0,0,-752,69
6310,6310,0,-2,2046,0,-1435,-1626,41,12,09cc,0134,0,12,8189,0,00,1,1,1,0,0,0,0,0,-1325,-14
6311,6311,0,-2046,-2,0,-1095,-2097,10,9,09cc,0134,0,-2,8189,0,00,1,1,1,0,0,0,0,0,-1325,-14
6312,6312,0,-2046,-2,0,-1095,-2097,10,9,09cc,0134,0,-19,8189,0,00,1,1,1,0,0,0,0,0,-1477,-807
6313,6313,0,2,-2046,0,-437,-2136,-9,3,09cc,0134,0,37,8189,0,00,1,1,1,0,0,0,0,0,-1393,-1557
6314,6314,0,2,-2046,0,-437,-2136,-9,3,09cc,0134,0,38,8189,0,00,1,1,1,0,0,0,0,0,896,-422
6315,6315,0,2046,2,0,-95,-2713,-49,-5,09cc,0134,0,36,8189,0,00,1,1,1,0,0,0,0,0,2047,759
6316,6316,0,2046,2,0,-95,-2713,-49,-5,09cc,0134,0,26,8189,0,00,1,1,1,0,0,0,0,0,1463,1174
6317,6317,0,-2,2046,0,298,-2772,-67,-15,09cc,0134,0,30,8189,0,00,1,1,1,0,0,0,0,0,405,648
6318,6318,0,-2,2046,0,298,-2772,-67,-15,09cc,0134,0,-25,8189,0,00,1,1,1,0,0,0,0,0,1431,-624
6319,6319,0,-2046,-2,0,204,-2991,-113,-24,09cc,0134,0,-16,8189,0,00,1,1,1,0,0,0,0,0,2047,-325
6320,6320,0,-2046,-2,0,204,-2991,-113,-24,09cc,0134,0,-8,8189,0,00,1,1,1,0,0,0,0,0,1350,1182
6321,6321,0,2,-2046,0,564,-2669,-116,-32,09cc,0134,0,1,8189,0,00,1,1,1,0,0,0,0,0,145,922
6322,6322,0,2,-2046,0,564,-2669,-116,-32,09cc,0134,0,17,8189,0,00,1,1,1,0,0,0,0,0,-735,6
6323,6323,0,2046,2,0,193,-2560,-136,-37,09cc,0134,0,-32,8189,0,00,1,1,1,0,0,0,0,0,-1293,-60
6324,6324,0,2046,2,0,193,-2560,-136,-37,09cc,0134,0,-15,8189,0,00,1,1,1,0,0,0,0,0,-1432,-795
6325,6325,0,-2,2046,0,44,-2128,-104,-38,09cc,0134,0,4,8189,0,00,1,1,1,0,0,0,0,0,-1534,-1532
6326,6326,0,-2,2046,0,44,-2128,-104,-38,09cc,0134,0,26,8189,0,00,1,1,1,0,0,0,0,0,944,-432
6327,6327,0,-2046,-2,0,-259,-1566,-100,-36,09cc,0134,0,-18,8189,0,00,1,1,1,0,0,0,0,0,944,-432
6328,6328,0,-2046,-2,0,-259,-1566,-100,-36,00c7,f53a,1,2,8189,0,00,1,1,1,0,0,0,0,0,2047,725
6329,6329,0,2,-2046,0,-517,-626,-70,-31,00c7,f53a,0,-43,8192,1,01,1,1,1,0,1,3,0,1,1412,1166
6330,6330,0,2,-2046,0,-517,-626,-70,-31,00c7,f53a,0,-23,8192,1,01,1,1,1,0,1,3,0,0,87,767
6331,6331,0,2046,2,0,-637,82,-37,-24,00c7,f53a,0,-13,8192,1,01,1,1,1,0,1,3,0,0,-756,77
6332,6332,0,2046,2,0,-637,82,-37,-24,00c7,f53a,0,-19,8192,1,01,1,1,1,0,1,3,0,0,-1327,-58
6333,6333,0,-2,2046,0,-842,759,-2,-18,00c7,f53a,0,-16,8192,1,01,1,1,1,0,1,3,0,0,-1448,-830
6334,6334,0,-2,2046,0,-842,759,-2,-18,00c7,f53a,0,-7,8192,1,01,1,1,1,0,1,3,0,0,-1385,-1505
6335,6335,0,2046,2,0,-999,1222,6,-14,00c7,f53a,0,-10,8192,1,01,1,1,1,0,1,3,0,0,814,-429
6336,6336,0,2046,2,0,-999,1222,6,-14,00c7,f53a,0,-22,8192,1,01,1,1,1,0,1,3,0,0,2047,753
6337,6337,0,-2,2046,0,-1211,1489,2,-13,00c7,f53a,0,33,8192,1,01,1,1,1,0,1,3,0,0,1454,1175
6338,6338,0,-2,2046,0,-1211,1489,2,-13,00c7,f53a,0,22,8192,1,01,1,1,1,0,1,3,0,0,71,718
6339,6339,0,-2046,-2,0,-1133,1595,-8,-14,00c7,f53a,0,3,8192,1,01,1,1,1,0,1,3,0,0,-739,69
6340,6340,0,-2046,-2,0,-1133,1595,-8,-14,00c7,f53a,0,-23,8192,1,01,1,1,1,0,1,3,0,0,-1321,-20
6341,6341,0,2,-2046,0,-1498,1553,-12,-15,00c7,f53a,0,19,8192,1,01,1,1,1,0,1,3,0,0,-1445,-832
6342,6342,0,2,-2046,0,-1498,1553,-12,-15,00c7,f53a,0,-3,8192,1,01,1,1,1,0,1,3,0,0,-1425,-1532
6343,6343,0,2046,2,0,-1497,1054,-20,-16,00c7,f53a,0,-24,8192,1,01,1,1,1,0,1,3,0,0,-1425,-1532
6344,6344,0,2046,2,0,-1497,1054,-20,-16,00c7,f53a,0,19,8192,1,01,1,1,1,0,1,3,0,0,925,-425
6345,6345,0,-2,2046,0,-2093,736,-3,-14,00c7,f53a,0,-1,8192,1,01,1,1,1,0,1,3,0,0,2047,726
6346,6346,0,-2,2046,0,-2093,736,-3,-14,00c7,f53a,0,-23,8192,1,01,1,1,1,0,1,3,0,0,1446,1204
6347,6347,0,-2046,-2,0,-2239,228,17,-10,00c7,f53a,0,31,8192,1,01,1,1,1,0,1,3,0,0,110,730
6348,6348,0,-2046,-2,0,-2239,228,17,-10,00c7,f53a,0,30,8192,1,01,1,1,1,0,1,3,0,0,-739,35
6349,6349,0,2,-2046,0,-2589,104,58,-2,00c7,f53a,0,27,8192,1,01,1,1,1,0,1,3,0,0,-1376,-22
6350,6350,0,2,-2046,0,-2589,104,58,-2,00c7,f53a,0,11,8192,1,01,1,1,1,0,1,3,0,0,-1383,-793
6351,6351,0,2046,2,0,-2466,-553,75,8,00c7,f53a,0,11,8192,1,01,1,1,1,0,1,3,0,0,-1563,-1553
6352,6352,0,2046,2,0,-2466,-553,75,8,00c7,f53a,0,18,8192,1,01,1,1,1,0,1,3,0,0,-1634,-448
6353,6353,0,-2,2046,0,-2718,-556,102,17,00c7,f53a,0,30,8192,1,01,1,1,1,0,1,3,0,0,-976,400
6354,6354,0,-2,2046,0,-2718,-556,102,17,00c7,f53a,0,-18,8192,1,01,1,1,1,0,1,3,0,0,-1433,-707
6355,6355,0,-2046,-2,0,-2283,-878,88,26,00c7,f53a,0,4,8192,1,01,1,1,1,0,1,3,0,0,-1480,-1631
6356,6356,0,-2046,-2,0,-2283,-878,88,26,00c7,f53a,0,34,8192,1,01,1,1,1,0,1,3,0,0,910,-451
6357,6357,0,2,-2046,0,-2075,-598,108,32,00c7,f53a,0,-6,8192,1,01,1,1,1,0,1,3,0,0,2047,750
6358,6358,0,2,-2046,0,-2075,-598,108,32,00c7,f53a,0,13,8192,1,01,1,1,1,0,1,3,0,0,1450,1205
6359,6359,0,2046,2,0,-1310,-529,67,35,00c7,f53a,0,35,8192,1,01,1,1,1,0,1,3,0,0,1450,1205
6360,6360,0,2046,2,0,-1310,-529,67,35,f63a,0087,1,-5,8192,1,01,1,1,1,0,1,3,0,0,90,775
6361,6361,0,-2,2046,0,-722,-507,60,35,f63a,0087,0,-54,8191,1,10,1,1,1,0,1,3,1,1,-769,59
6362,6362,0,-2,2046,0,-722,-507,60,35,f63a,0087,0,-46,8191,1,10,1,1,1,0,1,3,1,0,-1300,-52
6363,6363,0,-2046,-2,0,-77,-292,21,31,f63a,0087,0,-37,8191,1,10,1,1,1,0,1,3,1,0,-1496,-825
6364,6364,0,-2046,-2,0,-77,-292,21,31,f63a,0087,0,-26,8191,1,10,1,1,1,0,1,3,1,0,-1325,-1511
6365,6365,0,2,-2046,0,429,-25,4,26,f63a,0087,0,-26,8191,1,10,1,1,1,0,1,3,1,0,772,-430
6366,6366,0,2,-2046,0,429,-25,4,26,f63a,0087,0,-39,8191,1,10,1,1,1,0,1,3,1,0,2047,769
6367,6367,0,-2046,-2,0,820,384,-2,22,f63a,0087,0,-44,8191,1,10,1,1,1,0,1,3,1,0,1465,1153
6368,6368,0,-2046,-2,0,820,384,-2,22,f63a,0087,0,-44,8191,1,10,1,1,1,0,1,3,1,0,74,740
6369,6369,0,2,-2046,0,1090,825,2,17,f63a,0087,0,8,8191,1,10,1,1,1,0,1,3,1,0,-743,73
6370,6370,0,2,-2046,0,1090,825,2,17,f63a,0087,0,50,8191,1,10,1,1,1,0,1,3,1,0,-1309,-28
6371,6371,0,2046,2,0,1279,1175,8,14,f63a,0087,0,31,8191,1,10,1,1,1,0,1,3,1,0,-1475,-827
6372,6372,0,2046,2,0,1279,1175,8,14,f63a,0087,0,14,8191,1,10,1,1,1,0,1,3,1,0,-1388,-1523
6373,6373,0,-2,2046,0,978,1344,7,12,f63a,0087,0,0,8191,1,10,1,1,1,0,1,3,1,0,887,-439
6374,6374,0,-2,2046,0,978,1344,7,12,f63a,0087,0,-15,8191,1,10,1,1,1,0,1,3,1,0,2047,758
6375,6375,0,-2046,-2,0,844,2037,3,10,f63a,0087,0,-27,8191,1,10,1,1,1,0,1,3,1,0,2047,758
6376,6376,0,-2046,-2,0,844,2037,3,10,f63a,0087,0,20,8191,1,10,1,1,1,0,1,3,1,0,1478,1195
6377,6377,0,2,-2046,0,516,2114,-13,6,f63a,0087,0,9,8191,1,10,1,1,1,0,1,3,1,0,104,714
6378,6378,0,2,-2046,0,516,2114,-13,6,f63a,0087,0,4,8191,1,10,1,1,1,0,1,3,1,0,-761,35
6379,6379,0,2046,2,0,280,2510,-53,0,f63a,0087,0,-4,8191,1,10,1,1,1,0,1,3,1,0,-1307,-15
6380,6380,0,2046,2,0,280,2510,-53,0,f63a,0087,0,-20,8191,1,10,1,1,1,0,1,3,1,0,-1398,-805
6381,6381,0,-2,2046,0,-244,2461,-65,-8,f63a,0087,0,-23,8191,1,10,1,1,1,0,1,3,1,0,-1562,-1530
6382,6382,0,-2,2046,0,-244,2461,-65,-8,f63a,0087,0,-19,8191,1,10,1,1,1,0,1,3,1,0,962,-451
6383,6383,0,-2046,-2,0,-299,2800,-95,-19,f63a,0087,0,-16,8191,1,10,1,1,1,0,1,3,1,0,2047,755
6384,6384,0,-2046,-2,0,-299,2800,-95,-19,f63a,0087,0,-13,8191,1,10,1,1,1,0,1,3,1,0,1418,1221
6385,6385,0,2,-2046,0,-642,2554,-92,-31,f63a,0087,0,-7,8191,1,10,1,1,1,0,1,3,1,0,415,647
6386,6386,0,2,-2046,0,-642,2554,-92,-31,f63a,0087,0,3,8191,1,10,1,1,1,0,1,3,1,0,1469,-629
6387,6387,0,2046,2,0,-485,2482,-119,-41,f63a,0087,0,12,8191,1,10,1,1,1,0,1,3,1,0,2047,-323
6388,6388,0,2046,2,0,-485,2482,-119,-41,f63a,0087,0,19,8191,1,10,1,1,1,0,1,3,1,0,1368,1144
6389,6389,0,-2,2046,0,-774,1973,-94,-49,f63a,0087,0,-35,8191,1,10,1,1,1,0,1,3,1,0,112,956
6390,6390,0,-2,2046,0,-774,1973,-94,-49,f63a,0087,0,-21,8191,1,10,1,1,1,0,1,3,1,0,-770,30
6391,6391,0,-2046,-2,0,-569,1661,-91,-53,f63a,0087,0,-7,8191,1,10,1,1,1,0,1,3,1,0,-770,30
6392,6392,0,-2046,-2,0,-569,1661,-91,-53,ff8f,09a9,1,7,8191,1,10,1,1,1,0,1,3,1,0,-1280,-58
6393,6393,0,2,-2046,0,-496,1191,-51,-53,ff8f,09a9,0,20,8192,0,10,1,1,1,0,0,0,1,1,-1442,-784
6394,6394,0,2,-2046,0,-496,1191,-51,-53,ff8f,09a9,0,37,8192,0,10,1,1,1,0,0,0,1,0,-1466,-1516
6395,6395,0,2046,2,0,-240,715,-38,-48,ff8f,09a9,0,52,8192,0,10,1,1,1,0,0,0,1,0,855,-444
6396,6396,0,2046,2,0,-240,715,-38,-48,ff8f,09a9,0,-62,8192,0,10,1,1,1,0,0,0,1,0,2047,744
6397,6397,0,-2,2046,0,-31,118,-18,-41,ff8f,09a9,0,-51,8192,0,10,1,1,1,0,0,0,1,0,1481,1155
6398,6398,0,-2,2046,0,-31,118,-18,-41,ff8f,09a9,0,-39,8192,0,10,1,1,1,0,0,0,1,0,56,744
6399,6399,0,2046,2,0,293,-452,-7,-31,ff8f,09a9,0,24,8192,0,10,1,1,1,0,0,0,1,0,-739,63
6400,6400,0,2046,2,0,293,-452,-7,-31,ff8f,09a9,0,13,8192,0,10,1,1,1,0,0,0,1,0,-1324,-27
6401,6401,0,-2,2046,0,507,-928,-1,-23,ff8f,09a9,0,9,8192,0,10,1,1,1,0,0,0,1,0,-1472,-844
6402,6402,0,-2,2046,0,507,-928,-1,-23,ff8f,09a9,0,12,8192,0,10,1,1,1,0,0,0,1,0,-1356,-1543
6403,6403,0,-2046,-2,0,915,-990,-2,-14,ff8f,09a9,0,9,8192,0,10,1,1,1,0,0,0,1,0,847,-442
6404,6404,0,-2046,-2,0,915,-990,-2,-14,ff8f,09a9,0,-3,8192,0,10,1,1,1,0,0,0,1,0,2047,778
6405,6405,0,2,-2046,0,1326,-1245,-10,-8,ff8f,09a9,0,-13,8192,0,10,1,1,1,0,0,0,1,0,1483,1176
6406,6406,0,2,-2046,0,1326,-1245,-10,-8,ff8f,09a9,0,-21,8192,0,10,1,1,1,0,0,0,1,0,78,720
6407,6407,0,2046,2,0,1456,-1215,-3,-4,ff8f,09a9,0,28,8192,0,10,1,1,1,0,0,0,1,0,78,720
6408,6408,0,2046,2,0,1456,-1215,-3,-4,ff8f,09a9,0,14,8192,0,10,1,1,1,0,0,0,1,0,-708,52
