Sample in Buffer,Sample in Window,TRIGGER,tsm_I_1[11:0],tsm_Q_1[11:0],tsm_I[11:0],tsm_Q[11:0],rev_I[11:0],rev_Q[11:0],rev_valid_1,rev_valid_2,rev_valid_3,rev_valid
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,SIGNED,SIGNED,HEX,HEX,HEX,HEX
3954,3954,0,ffe,7fe,ffe,7fe,-674,60,1,1,1,1
3955,3955,0,ffe,7fe,ffe,7fe,-1180,-25,1,1,1,1
3956,3956,0,802,ffe,802,ffe,-1456,-722,1,1,1,1
3957,3957,0,802,ffe,802,ffe,-1189,-1309,1,1,1,1
3958,3958,0,002,802,002,802,767,-328,1,1,1,1
3959,3959,0,002,802,002,802,2047,714,1,1,1,1
3960,3960,0,7fe,002,7fe,002,1351,1082,1,1,1,1
3961,3961,0,7fe,002,7fe,002,114,682,1,1,1,1
3962,3962,0,ffe,7fe,ffe,7fe,-666,-65,1,1,1,1
3963,3963,0,802,ffe,802,ffe,-1481,-928,1,1,1,1
3964,3964,0,802,ffe,802,ffe,-1272,-1332,1,1,1,1
3965,3965,0,002,802,002,802,783,-331,1,1,1,1
3966,3966,0,002,802,002,802,2047,704,1,1,1,1
3967,3967,0,7fe,002,7fe,002,1341,1100,1,1,1,1
3968,3968,0,7fe,002,7fe,002,41,668,1,1,1,1
3969,3969,0,ffe,7fe,ffe,7fe,-667,43,1,1,1,1
3970,3970,0,ffe,7fe,ffe,7fe,-1188,-28,1,1,1,1
3971,3971,0,802,ffe,802,ffe,-1450,-696,1,1,1,1
3972,3972,0,802,ffe,802,ffe,-1174,-1315,1,1,1,1
3973,3973,0,002,802,002,802,789,-335,1,1,1,1
3974,3974,0,002,802,002,802,2047,726,1,1,1,1
3975,3975,0,7fe,002,7fe,002,1328,1083,1,1,1,1
3976,3976,0,7fe,002,7fe,002,109,697,1,1,1,1
3977,3977,0,ffe,7fe,ffe,7fe,-659,-39,1,1,1,1
3978,3978,0,802,ffe,802,ffe,-1443,-939,1,1,1,1
3979,3979,0,802,ffe,802,ffe,-1276,-1325,1,1,1,1
3980,3980,0,ffe,7fe,ffe,7fe,799,-308,1,1,1,1
3981,3981,0,ffe,7fe,ffe,7fe,2047,704,1,1,1,1
3982,3982,0,802,ffe,802,ffe,1362,1104,1,1,1,1
3983,3983,0,802,ffe,802,ffe,84,676,1,1,1,1
3984,3984,0,002,802,002,802,-683,60,1,1,1,1
3985,3985,0,002,802,002,802,-1200,3,1,1,1,1
3986,3986,0,7fe,002,7fe,002,-1416,-696,1,1,1,1
3987,3987,0,7fe,002,7fe,002,-1188,-1344,1,1,1,1
3988,3988,0,ffe,7fe,ffe,7fe,766,-343,1,1,1,1
3989,3989,0,ffe,7fe,ffe,7fe,2047,737,1,1,1,1
3990,3990,0,802,ffe,802,ffe,1298,1087,1,1,1,1
3991,3991,0,802,ffe,802,ffe,123,697,1,1,1,1
3992,3992,0,002,802,002,802,-641,-50,1,1,1,1
3993,3993,0,7fe,002,7fe,002,-1396,-936,1,1,1,1
3994,3994,0,7fe,002,7fe,002,-1464,-1467,1,1,1,1
3995,3995,0,ffe,7fe,ffe,7fe,-1398,-1404,1,1,1,1
3996,3996,0,ffe,7fe,ffe,7fe,-1175,-1175,1,1,1,1
3997,3997,0,802,ffe,802,ffe,775,-258,1,1,1,1
3998,3998,0,802,ffe,802,ffe,2047,693,1,1,1,1
3999,3999,0,002,802,002,802,1307,1106,1,1,1,1
4000,4000,0,002,802,002,802,99,694,1,1,1,1
4001,4001,0,7fe,002,7fe,002,-660,101,1,1,1,1
4002,4002,0,7fe,002,7fe,002,-1207,-16,1,1,1,1
4003,4003,0,ffe,7fe,ffe,7fe,-1434,-724,1,1,1,1
4004,4004,0,ffe,7fe,ffe,7fe,-1157,-1297,1,1,1,1
4005,4005,0,802,ffe,802,ffe,754,-357,1,1,1,1
4006,4006,0,802,ffe,802,ffe,2047,721,1,1,1,1
4007,4007,0,002,802,002,802,1211,1124,1,1,1,1
4008,4008,0,7fe,002,7fe,002,-775,657,1,1,1,1
4009,4009,0,7fe,002,7fe,002,-1407,-56,1,1,1,1
4010,4010,0,802,ffe,802,ffe,-1366,-826,1,1,1,1
4011,4011,0,802,ffe,802,ffe,-1154,-1297,1,1,1,1
4012,4012,0,002,802,002,802,730,-355,1,1,1,1
4013,4013,0,002,802,002,802,2047,730,1,1,1,1
4014,4014,0,7fe,002,7fe,002,1331,1126,1,1,1,1
4015,4015,0,7fe,002,7fe,002,59,667,1,1,1,1
4016,4016,0,ffe,7fe,ffe,7fe,-654,92,1,1,1,1
4017,4017,0,ffe,7fe,ffe,7fe,-1212,-21,1,1,1,1
4018,4018,0,802,ffe,802,ffe,-1455,-706,1,1,1,1
4019,4019,0,802,ffe,802,ffe,-1158,-1319,1,1,1,1
4020,4020,0,002,802,002,802,783,-352,1,1,1,1
4021,4021,0,002,802,002,802,2047,705,1,1,1,1
4022,4022,0,7fe,002,7fe,002,1229,1091,1,1,1,1
4023,4023,0,ffe,7fe,ffe,7fe,-782,665,1,1,1,1
4024,4024,0,ffe,7fe,ffe,7fe,-1332,38,1,1,1,1
4025,4025,0,802,ffe,802,ffe,-185,217,1,1,1,1
4026,4026,0,802,ffe,802,ffe,465,386,1,1,1,1
4027,4027,0,002,802,002,802,-521,189,1,1,1,1
4028,4028,0,002,802,002,802,-1311,23,1,1,1,1
4029,4029,0,7fe,002,7fe,002,-1433,-724,1,1,1,1
4030,4030,0,7fe,002,7fe,002,-1195,-1324,1,1,1,1
4031,4031,0,ffe,7fe,ffe,7fe,762,-341,1,1,1,1
4032,4032,0,ffe,7fe,ffe,7fe,2047,731,1,1,1,1
4033,4033,0,802,ffe,802,ffe,1303,1116,1,1,1,1
4034,4034,0,802,ffe,802,ffe,82,650,1,1,1,1
4035,4035,0,002,802,002,802,-636,84,1,1,1,1
4036,4036,0,002,802,002,802,-1310,-54,1,1,1,1
4037,4037,0,7fe,002,7fe,002,-1164,-559,1,1,1,1
4038,4038,0,ffe,7fe,ffe,7fe,790,-377,1,1,1,1
4039,4039,0,ffe,7fe,ffe,7fe,2047,594,1,1,1,1
4040,4040,0,ffe,7fe,ffe,7fe,1324,1138,1,1,1,1
4041,4041,0,ffe,7fe,ffe,7fe,103,702,1,1,1,1
4042,4042,0,802,ffe,802,ffe,-678,62,1,1,1,1
4043,4043,0,802,ffe,802,ffe,-1222,-30,1,1,1,1
4044,4044,0,002,802,002,802,-1432,-704,1,1,1,1
4045,4045,0,002,802,002,802,-1216,-1299,1,1,1,1
4046,4046,0,7fe,002,7fe,002,763,-347,1,1,1,1
4047,4047,0,7fe,002,7fe,002,2047,723,1,1,1,1
4048,4048,0,ffe,7fe,ffe,7fe,1339,1122,1,1,1,1
4049,4049,0,ffe,7fe,ffe,7fe,67,663,1,1,1,1
4050,4050,0,802,ffe,802,ffe,-650,99,1,1,1,1
4051,4051,0,802,ffe,802,ffe,-1278,-27,1,1,1,1
4052,4052,0,002,802,002,802,-1173,-601,1,1,1,1
4053,4053,0,7fe,002,7fe,002,806,-360,1,1,1,1
4054,4054,0,7fe,002,7fe,002,2047,462,1,1,1,1
4055,4055,0,ffe,7fe,ffe,7fe,221,233,1,1,1,1
4056,4056,0,ffe,7fe,ffe,7fe,-1520,-180,1,1,1,1
4057,4057,0,802,ffe,802,ffe,-1522,-803,1,1,1,1
4058,4058,0,802,ffe,802,ffe,-1096,-1285,1,1,1,1
4059,4059,0,002,802,002,802,748,-284,1,1,1,1
4060,4060,0,002,802,002,802,2047,944,1,1,1,1
4061,4061,0,7fe,002,7fe,002,1338,1283,1,1,1,1
4062,4062,0,7fe,002,7fe,002,86,665,1,1,1,1
4063,4063,0,ffe,7fe,ffe,7fe,-693,40,1,1,1,1
4064,4064,0,ffe,7fe,ffe,7fe,-1233,-20,1,1,1,1
4065,4065,0,802,ffe,802,ffe,-1445,-699,1,1,1,1
4066,4066,0,802,ffe,802,ffe,-1172,-1326,1,1,1,1
4067,4067,0,002,802,002,802,642,-189,1,1,1,1
4068,4068,0,7fe,002,7fe,002,1479,1359,1,1,1,1
4069,4069,0,7fe,002,7fe,002,361,931,1,1,1,1
4070,4070,0,002,802,002,802,-768,-47,1,1,1,1
4071,4071,0,002,802,002,802,-1243,-66,1,1,1,1
4072,4072,0,7fe,002,7fe,002,-1401,-677,1,1,1,1
4073,4073,0,7fe,002,7fe,002,-1170,-1307,1,1,1,1
4074,4074,0,ffe,7fe,ffe,7fe,773,-356,1,1,1,1
4075,4075,0,ffe,7fe,ffe,7fe,2047,698,1,1,1,1
4076,4076,0,802,ffe,802,ffe,1342,1104,1,1,1,1
4077,4077,0,802,ffe,802,ffe,75,651,1,1,1,1
4078,4078,0,002,802,002,802,-683,72,1,1,1,1
4079,4079,0,002,802,002,802,-1224,-33,1,1,1,1
4080,4080,0,7fe,002,7fe,002,-1433,-717,1,1,1,1
4081,4081,0,7fe,002,7fe,002,-1178,-1341,1,1,1,1
4082,4082,0,ffe,7fe,ffe,7fe,642,-175,1,1,1,1
4083,4083,0,802,ffe,802,ffe,1466,1348,1,1,1,1
4084,4084,0,802,ffe,802,ffe,479,921,1,1,1,1
4085,4085,0,002,802,002,802,234,-14,1,1,1,1
4086,4086,0,002,802,002,802,300,62,1,1,1,1
4087,4087,0,7fe,002,7fe,002,-557,250,1,1,1,1
4088,4088,0,7fe,002,7fe,002,-1289,75,1,1,1,1
4089,4089,0,ffe,7fe,ffe,7fe,-1449,-744,1,1,1,1
4090,4090,0,ffe,7fe,ffe,7fe,-1170,-1335,1,1,1,1
4091,4091,0,802,ffe,802,ffe,759,-336,1,1,1,1
4092,4092,0,802,ffe,802,ffe,2047,715,1,1,1,1
4093,4093,0,002,802,002,802,1341,1095,1,1,1,1
4094,4094,0,002,802,002,802,76,664,1,1,1,1
4095,4095,0,7fe,002,7fe,002,-645,67,1,1,1,1
4096,4096,1,7fe,002,7fe,002,-1290,-40,1,1,1,1
4097,4097,0,ffe,7fe,ffe,7fe,-1136,-551,1,1,1,1
4098,4098,0,802,ffe,802,ffe,764,-392,1,1,1,1
4099,4099,0,802,ffe,802,ffe,2047,596,1,1,1,1
4100,4100,0,802,ffe,802,ffe,1348,1142,1,1,1,1
4101,4101,0,802,ffe,802,ffe,47,700,1,1,1,1
4102,4102,0,002,802,002,802,-668,59,1,1,1,1
4103,4103,0,002,802,002,802,-1205,-31,1,1,1,1
4104,4104,0,7fe,002,7fe,002,-1428,-711,1,1,1,1
4105,4105,0,7fe,002,7fe,002,-1189,-1311,1,1,1,1
4106,4106,0,ffe,7fe,ffe,7fe,748,-352,1,1,1,1
4107,4107,0,ffe,7fe,ffe,7fe,2047,722,1,1,1,1
4108,4108,0,802,ffe,802,ffe,1333,1106,1,1,1,1
4109,4109,0,802,ffe,802,ffe,76,674,1,1,1,1
4110,4110,0,002,802,002,802,-652,74,1,1,1,1
4111,4111,0,002,802,002,802,-1254,-53,1,1,1,1
4112,4112,0,7fe,002,7fe,002,-1144,-569,1,1,1,1
4113,4113,0,ffe,7fe,ffe,7fe,783,-351,1,1,1,1
4114,4114,0,ffe,7fe,ffe,7fe,2047,354,1,1,1,1
4115,4115,0,802,ffe,802,ffe,58,-723,1,1,1,1
4116,4116,0,802,ffe,802,ffe,-1528,-1659,1,1,1,1
4117,4117,0,002,802,002,802,588,-444,1,1,1,1
4118,4118,0,002,802,002,802,2047,793,1,1,1,1
4119,4119,0,7fe,002,7fe,002,1357,1125,1,1,1,1
4120,4120,0,7fe,002,7fe,002,92,634,1,1,1,1
4121,4121,0,ffe,7fe,ffe,7fe,-676,49,1,1,1,1
4122,4122,0,ffe,7fe,ffe,7fe,-1227,-13,1,1,1,1
4123,4123,0,802,ffe,802,ffe,-1456,-682,1,1,1,1
4124,4124,0,802,ffe,802,ffe,-1195,-1309,1,1,1,1
4125,4125,0,002,802,002,802,772,-365,1,1,1,1
4126,4126,0,002,802,002,802,2047,726,1,1,1,1
4127,4127,0,7fe,002,7fe,002,1187,1110,1,1,1,1
4128,4128,0,ffe,7fe,ffe,7fe,-771,663,1,1,1,1
4129,4129,0,ffe,7fe,ffe,7fe,-1381,-73,1,1,1,1
4130,4130,0,802,ffe,802,ffe,-1379,-824,1,1,1,1
4131,4131,0,802,ffe,802,ffe,-1156,-1312,1,1,1,1
4132,4132,0,002,802,002,802,741,-337,1,1,1,1
4133,4133,0,002,802,002,802,2047,729,1,1,1,1
4134,4134,0,7fe,002,7fe,002,1360,1099,1,1,1,1
4135,4135,0,7fe,002,7fe,002,107,659,1,1,1,1
4136,4136,0,ffe,7fe,ffe,7fe,-686,80,1,1,1,1
4137,4137,0,ffe,7fe,ffe,7fe,-1216,-28,1,1,1,1
4138,4138,0,802,ffe,802,ffe,-1437,-706,1,1,1,1
4139,4139,0,802,ffe,802,ffe,-1154,-1294,1,1,1,1
4140,4140,0,002,802,002,802,744,-358,1,1,1,1
4141,4141,0,002,802,002,802,2047,718,1,1,1,1
4142,4142,0,7fe,002,7fe,002,1219,1098,1,1,1,1
4143,4143,0,ffe,7fe,ffe,7fe,-805,645,1,1,1,1
4144,4144,0,ffe,7fe,ffe,7fe,-1447,82,1,1,1,1
4145,4145,0,802,ffe,802,ffe,-1167,237,1,1,1,1
4146,4146,0,802,ffe,802,ffe,-1093,246,1,1,1,1
4147,4147,0,002,802,002,802,-1370,-704,1,1,1,1
4148,4148,0,002,802,002,802,-1202,-1342,1,1,1,1
4149,4149,0,7fe,002,7fe,002,779,-358,1,1,1,1
4150,4150,0,7fe,002,7fe,002,2047,722,1,1,1,1
4151,4151,0,ffe,7fe,ffe,7fe,1337,1094,1,1,1,1
4152,4152,0,ffe,7fe,ffe,7fe,98,658,1,1,1,1
4153,4153,0,802,ffe,802,ffe,-672,44,1,1,1,1
4154,4154,0,802,ffe,802,ffe,-1172,-10,1,1,1,1
4155,4155,0,002,802,002,802,-1437,-691,1,1,1,1
4156,4156,0,002,802,002,802,-1194,-1351,1,1,1,1
4157,4157,0,7fe,002,7fe,002,654,-203,1,1,1,1
4158,4158,0,ffe,7fe,ffe,7fe,1489,1363,1,1,1,1
4159,4159,0,ffe,7fe,ffe,7fe,345,894,1,1,1,1
4160,4160,0,002,802,002,802,-760,-19,1,1,1,1
4161,4161,0,002,802,002,802,-1246,-76,1,1,1,1
4162,4162,0,7fe,002,7fe,002,-1418,-735,1,1,1,1
4163,4163,0,7fe,002,7fe,002,-1149,-1327,1,1,1,1
4164,4164,0,ffe,7fe,ffe,7fe,782,-347,1,1,1,1
4165,4165,0,ffe,7fe,ffe,7fe,2047,706,1,1,1,1
4166,4166,0,802,ffe,802,ffe,1346,1103,1,1,1,1
4167,4167,0,802,ffe,802,ffe,102,647,1,1,1,1
4168,4168,0,002,802,002,802,-691,46,1,1,1,1
4169,4169,0,002,802,002,802,-1205,-38,1,1,1,1
4170,4170,0,7fe,002,7fe,002,-1445,-679,1,1,1,1
4171,4171,0,7fe,002,7fe,002,-1203,-1366,1,1,1,1
4172,4172,0,ffe,7fe,ffe,7fe,637,-193,1,1,1,1
4173,4173,0,802,ffe,802,ffe,1505,1379,1,1,1,1
4174,4174,0,802,ffe,802,ffe,326,902,1,1,1,1
4175,4175,0,002,802,002,802,-757,-26,1,1,1,1
4176,4176,0,002,802,002,802,-1215,-58,1,1,1,1
4177,4177,0,7fe,002,7fe,002,-1414,-704,1,1,1,1
4178,4178,0,7fe,002,7fe,002,-1161,-1351,1,1,1,1
4179,4179,0,ffe,7fe,ffe,7fe,778,-302,1,1,1,1
4180,4180,0,ffe,7fe,ffe,7fe,2047,940,1,1,1,1
4181,4181,0,802,ffe,802,ffe,1352,1293,1,1,1,1
4182,4182,0,802,ffe,802,ffe,82,657,1,1,1,1
4183,4183,0,002,802,002,802,-699,43,1,1,1,1
4184,4184,0,002,802,002,802,-1212,-37,1,1,1,1
4185,4185,0,7fe,002,7fe,002,-1404,-684,1,1,1,1
4186,4186,0,7fe,002,7fe,002,-1175,-1365,1,1,1,1
4187,4187,0,ffe,7fe,ffe,7fe,636,-194,1,1,1,1
4188,4188,0,802,ffe,802,ffe,1491,1380,1,1,1,1
4189,4189,0,000,000,000,000,347,911,1,1,1,1
4190,4190,0,802,ffe,802,ffe,-791,-31,1,1,1,1
4191,4191,0,802,ffe,802,ffe,-1231,-56,1,1,1,1
4192,4192,0,002,802,002,802,-1431,-683,1,1,1,1
4193,4193,0,002,802,002,802,-1196,-1328,1,1,1,1
4194,4194,0,7fe,002,7fe,002,783,-346,1,1,1,1
4195,4195,0,7fe,002,7fe,002,2047,737,1,1,1,1
4196,4196,0,ffe,7fe,ffe,7fe,1328,1101,1,1,1,1
4197,4197,0,ffe,7fe,ffe,7fe,109,672,1,1,1,1
4198,4198,0,802,ffe,802,ffe,-674,57,1,1,1,1
4199,4199,0,802,ffe,802,ffe,-1217,-47,1,1,1,1
4200,4200,0,002,802,002,802,-1424,-700,1,1,1,1
4201,4201,0,002,802,002,802,-1174,-1338,1,1,1,1
4202,4202,0,7fe,002,7fe,002,605,-211,1,1,1,1
4203,4203,0,7fe,002,7fe,002,1498,1354,1,1,1,1
4204,4204,0,ffe,7fe,ffe,7fe,420,825,1,1,1,1
4205,4205,0,ffe,7fe,ffe,7fe,-969,-1014,1,1,1,1
4206,4206,0,802,ffe,802,ffe,-1296,-1528,1,1,1,1
4207,4207,0,802,ffe,802,ffe,737,-324,1,1,1,1
4208,4208,0,002,802,002,802,2047,725,1,1,1,1
4209,4209,0,002,802,002,802,1333,1093,1,1,1,1
4210,4210,0,7fe,002,7fe,002,68,710,1,1,1,1
4211,4211,0,7fe,002,7fe,002,-681,84,1,1,1,1
4212,4212,0,ffe,7fe,ffe,7fe,-1204,-31,1,1,1,1
4213,4213,0,ffe,7fe,ffe,7fe,-1395,-687,1,1,1,1
4214,4214,0,802,ffe,802,ffe,-1187,-1307,1,1,1,1
4215,4215,0,802,ffe,802,ffe,771,-368,1,1,1,1
4216,4216,0,002,802,002,802,2047,738,1,1,1,1
4217,4217,0,002,802,002,802,1188,1087,1,1,1,1
4218,4218,0,7fe,002,7fe,002,-762,648,1,1,1,1
4219,4219,0,7fe,002,7fe,002,-1376,-26,1,1,1,1
4220,4220,0,ffe,7fe,ffe,7fe,-1402,-809,1,1,1,1
4221,4221,0,ffe,7fe,ffe,7fe,-1151,-1307,1,1,1,1
4222,4222,0,7fe,002,7fe,002,784,-317,1,1,1,1
4223,4223,0,7fe,002,7fe,002,2047,717,1,1,1,1
4224,4224,0,ffe,7fe,ffe,7fe,1306,1083,1,1,1,1
4225,4225,0,ffe,7fe,ffe,7fe,81,701,1,1,1,1
4226,4226,0,802,ffe,802,ffe,-672,80,1,1,1,1
4227,4227,0,802,ffe,802,ffe,-1215,-35,1,1,1,1
4228,4228,0,002,802,002,802,-1422,-703,1,1,1,1
4229,4229,0,002,802,002,802,-1172,-1301,1,1,1,1
4230,4230,0,7fe,002,7fe,002,766,-365,1,1,1,1
4231,4231,0,7fe,002,7fe,002,2047,722,1,1,1,1
4232,4232,0,ffe,7fe,ffe,7fe,1204,1129,1,1,1,1
4233,4233,0,ffe,7fe,ffe,7fe,-647,504,1,1,1,1
4234,4234,0,802,ffe,802,ffe,-660,-783,1,1,1,1
4235,4235,0,802,ffe,802,ffe,-490,-538,1,1,1,1
4236,4236,0,002,802,002,802,-1131,173,1,1,1,1
4237,4237,0,002,802,002,802,-1481,-620,1,1,1,1
4238,4238,0,7fe,002,7fe,002,-1183,-1353,1,1,1,1
4239,4239,0,7fe,002,7fe,002,747,-336,1,1,1,1
4240,4240,0,ffe,7fe,ffe,7fe,2047,717,1,1,1,1
4241,4241,0,ffe,7fe,ffe,7fe,1343,1112,1,1,1,1
4242,4242,0,802,ffe,802,ffe,57,642,1,1,1,1
4243,4243,0,802,ffe,802,ffe,-686,86,1,1,1,1
4244,4244,0,002,802,002,802,-1202,1,1,1,1,1
4245,4245,0,002,802,002,802,-1456,-723,1,1,1,1
4246,4246,0,7fe,002,7fe,002,-1177,-1303,1,1,1,1
4247,4247,0,7fe,002,7fe,002,762,-326,1,1,1,1
4248,4248,0,ffe,7fe,ffe,7fe,2047,726,1,1,1,1
4249,4249,0,ffe,7fe,ffe,7fe,1333,1082,1,1,1,1
4250,4250,0,802,ffe,802,ffe,96,678,1,1,1,1
4251,4251,0,802,ffe,802,ffe,-677,62,1,1,1,1
4252,4252,0,002,802,002,802,-1213,-25,1,1,1,1
4253,4253,0,002,802,002,802,-1415,-697,1,1,1,1
4254,4254,0,802,ffe,802,ffe,-1180,-1324,1,1,1,1
4255,4255,0,802,ffe,802,ffe,760,-370,1,1,1,1
4256,4256,0,002,802,002,802,2047,717,1,1,1,1
4257,4257,0,002,802,002,802,1320,1106,1,1,1,1
4258,4258,0,7fe,002,7fe,002,95,661,1,1,1,1
4259,4259,0,7fe,002,7fe,002,-687,80,1,1,1,1
4260,4260,0,ffe,7fe,ffe,7fe,-1218,-21,1,1,1,1
4261,4261,0,ffe,7fe,ffe,7fe,-1447,-705,1,1,1,1
4262,4262,0,802,ffe,802,ffe,-1169,-1303,1,1,1,1
4263,4263,0,802,ffe,802,ffe,766,-337,1,1,1,1
4264,4264,0,002,802,002,802,2047,685,1,1,1,1
4265,4265,0,002,802,002,802,1323,1117,1,1,1,1
4266,4266,0,7fe,002,7fe,002,352,566,1,1,1,1
4267,4267,0,7fe,002,7fe,002,1279,-507,1,1,1,1
4268,4268,0,ffe,7fe,ffe,7fe,2047,-199,1,1,1,1
4269,4269,0,ffe,7fe,ffe,7fe,1276,1068,1,1,1,1
4270,4270,0,802,ffe,802,ffe,101,806,1,1,1,1
4271,4271,0,802,ffe,802,ffe,-672,31,1,1,1,1
4272,4272,0,002,802,002,802,-1219,-39,1,1,1,1
4273,4273,0,002,802,002,802,-1432,-720,1,1,1,1
4274,4274,0,7fe,002,7fe,002,-1168,-1315,1,1,1,1
4275,4275,0,7fe,002,7fe,002,756,-332,1,1,1,1
4276,4276,0,ffe,7fe,ffe,7fe,2047,711,1,1,1,1
4277,4277,0,ffe,7fe,ffe,7fe,1327,1094,1,1,1,1
4278,4278,0,802,ffe,802,ffe,103,679,1,1,1,1
4279,4279,0,802,ffe,802,ffe,-685,62,1,1,1,1
4280,4280,0,002,802,002,802,-1198,-20,1,1,1,1
4281,4281,0,002,802,002,802,-1439,-699,1,1,1,1
4282,4282,0,7fe,002,7fe,002,-1161,-1327,1,1,1,1
4283,4283,0,7fe,002,7fe,002,765,-346,1,1,1,1
4284,4284,0,ffe,7fe,ffe,7fe,2047,718,1,1,1,1
4285,4285,0,ffe,7fe,ffe,7fe,1310,1081,1,1,1,1
4286,4286,0,7fe,002,7fe,002,91,656,1,1,1,1
4287,4287,0,7fe,002,7fe,002,-667,88,1,1,1,1
4288,4288,0,ffe,7fe,ffe,7fe,-1203,-15,1,1,1,1
4289,4289,0,ffe,7fe,ffe,7fe,-1420,-722,1,1,1,1
4290,4290,0,802,ffe,802,ffe,-1185,-1312,1,1,1,1
4291,4291,0,802,ffe,802,ffe,757,-364,1,1,1,1
4292,4292,0,002,802,002,802,2047,718,1,1,1,1
4293,4293,0,002,802,002,802,1317,1113,1,1,1,1
4294,4294,0,7fe,002,7fe,002,94,662,1,1,1,1
4295,4295,0,7fe,002,7fe,002,-665,62,1,1,1,1
4296,4296,0,ffe,7fe,ffe,7fe,-1214,-28,1,1,1,1
4297,4297,0,ffe,7fe,ffe,7fe,-1412,-709,1,1,1,1
4298,4298,0,802,ffe,802,ffe,-1445,-1339,1,1,1,1
4299,4299,0,802,ffe,802,ffe,-1237,-367,1,1,1,1
4300,4300,0,002,802,002,802,-1102,325,1,1,1,1
4301,4301,0,002,802,002,802,-1349,-636,1,1,1,1
4302,4302,0,7fe,002,7fe,002,-1218,-1409,1,1,1,1
4303,4303,0,7fe,002,7fe,002,745,-343,1,1,1,1
4304,4304,0,ffe,7fe,ffe,7fe,2047,741,1,1,1,1
4305,4305,0,ffe,7fe,ffe,7fe,1344,1092,1,1,1,1
4306,4306,0,802,ffe,802,ffe,74,641,1,1,1,1
4307,4307,0,802,ffe,802,ffe,-681,64,1,1,1,1
4308,4308,0,002,802,002,802,-1221,-10,1,1,1,1
4309,4309,0,002,802,002,802,-1429,-716,1,1,1,1
4310,4310,0,7fe,002,7fe,002,-1172,-1308,1,1,1,1
4311,4311,0,7fe,002,7fe,002,780,-345,1,1,1,1
4312,4312,0,ffe,7fe,ffe,7fe,2047,718,1,1,1,1
4313,4313,0,ffe,7fe,ffe,7fe,1347,1115,1,1,1,1
4314,4314,0,802,ffe,802,ffe,88,670,1,1,1,1
4315,4315,0,802,ffe,802,ffe,-686,49,1,1,1,1
4316,4316,0,002,802,002,802,-1229,-34,1,1,1,1
4317,4317,0,002,802,002,802,-1413,-698,1,1,1,1
4318,4318,0,802,ffe,802,ffe,-1180,-1322,1,1,1,1
4319,4319,0,802,ffe,802,ffe,781,-357,1,1,1,1
4320,4320,0,002,802,002,802,2047,725,1,1,1,1
4321,4321,0,002,802,002,802,1317,1104,1,1,1,1
4322,4322,0,7fe,002,7fe,002,85,668,1,1,1,1
4323,4323,0,7fe,002,7fe,002,-670,81,1,1,1,1
4324,4324,0,ffe,7fe,ffe,7fe,-1202,-27,1,1,1,1
4325,4325,0,ffe,7fe,ffe,7fe,-1427,-714,1,1,1,1
4326,4326,0,802,ffe,802,ffe,-1157,-1303,1,1,1,1
4327,4327,0,802,ffe,802,ffe,773,-351,1,1,1,1
4328,4328,0,002,802,002,802,2047,690,1,1,1,1
4329,4329,0,002,802,002,802,1359,1134,1,1,1,1
4330,4330,0,7fe,002,7fe,002,345,571,1,1,1,1
4331,4331,0,7fe,002,7fe,002,1264,-517,1,1,1,1
4332,4332,0,ffe,7fe,ffe,7fe,2047,-193,1,1,1,1
4333,4333,0,ffe,7fe,ffe,7fe,1283,1061,1,1,1,1
4334,4334,0,802,ffe,802,ffe,123,831,1,1,1,1
4335,4335,0,802,ffe,802,ffe,-664,49,1,1,1,1
4336,4336,0,002,802,002,802,-1219,-48,1,1,1,1
4337,4337,0,002,802,002,802,-1443,-716,1,1,1,1
4338,4338,0,7fe,002,7fe,002,-1161,-1321,1,1,1,1
4339,4339,0,7fe,002,7fe,002,773,-338,1,1,1,1
4340,4340,0,ffe,7fe,ffe,7fe,2047,690,1,1,1,1
4341,4341,0,ffe,7fe,ffe,7fe,1351,1113,1,1,1,1
4342,4342,0,802,ffe,802,ffe,91,664,1,1,1,1
4343,4343,0,802,ffe,802,ffe,-694,56,1,1,1,1
4344,4344,0,002,802,002,802,-1185,-17,1,1,1,1
4345,4345,0,002,802,002,802,-1420,-670,1,1,1,1
4346,4346,0,7fe,002,7fe,002,-1187,-1356,1,1,1,1
4347,4347,0,7fe,002,7fe,002,775,-343,1,1,1,1
4348,4348,0,ffe,7fe,ffe,7fe,2047,723,1,1,1,1
4349,4349,0,ffe,7fe,ffe,7fe,1317,1105,1,1,1,1
4350,4350,0,7fe,002,7fe,002,86,662,1,1,1,1
4351,4351,0,7fe,002,7fe,002,-664,79,1,1,1,1
4352,4352,0,ffe,7fe,ffe,7fe,-1215,-53,1,1,1,1
4353,4353,0,ffe,7fe,ffe,7fe,-1415,-713,1,1,1,1
4354,4354,0,802,ffe,802,ffe,-1159,-1299,1,1,1,1
4355,4355,0,802,ffe,802,ffe,751,-355,1,1,1,1
4356,4356,0,002,802,002,802,2047,696,1,1,1,1
4357,4357,0,002,802,002,802,1352,1137,1,1,1,1
4358,4358,0,7fe,002,7fe,002,81,659,1,1,1,1
4359,4359,0,7fe,002,7fe,002,-682,53,1,1,1,1
4360,4360,0,ffe,7fe,ffe,7fe,-1200,1,1,1,1,1
